TEXT,POSITIVE,NEGATIVE,NEUTRAL
halal,0.25794124603271484,0.7377561926841736,0.004302601795643568
gua setuju sama larangan lgbt mantap,0.9961026906967163,0.0018581209005787969,0.0020392369478940964
tiga aturan yg kemungkinan bakal diprotes jika berlangsung di indonesia alcohol immodesty and dating klo homosexuality pasti tertolak klo profanity liat sikon dan sirkelnya sih wkwkkwkwkwk,0.003612632630392909,0.9951832890510559,0.0012041148729622364
org asia ngikutin aturan kyk gini easy bgt,0.903324544429779,0.056361716240644455,0.0403137281537056
nonton bola syariah,0.8628955483436584,0.015036641620099545,0.12206778675317764
untung buzzerrp tidak di situ kalau ada di spam terus sampe tranding topic wkwk,0.9394576549530029,0.057724080979824066,0.002818251494318247
coba terjemahin larangan²nya min,0.0009516449645161629,0.9983513355255127,0.0006970707327127457
menarik sih ditempat asalnya suatu hal yg biasa tp disana wajib mengikuti peraturan otoritas setempat,0.5483729243278503,0.14124122262001038,0.3103858530521393
nice,0.9934777021408081,0.00553149776533246,0.000990790082141757
polisi boleh bawa gas air mata gak mind eehh,0.0010792159009724855,0.008461844176054,0.9904589653015137
applaud,0.07899574935436249,0.880767285823822,0.04023699462413788
rib,0.015500499866902828,0.981029212474823,0.003470341907814145
piala dunia terhalal,0.0006695392075926065,0.9987342953681946,0.0005961675778962672
kereeen,0.9890425801277161,0.009681603871285915,0.0012758407974615693
incoming sjw dan open minded koar koar,0.0009556672303006053,0.0016113247256726027,0.9974330067634583
tambahin jgn bawa gas air mata y,0.0017988603794947267,0.13451045751571655,0.8636906743049622
bolehnya ini,0.8587740659713745,0.025074824690818787,0.11615115404129028
sepenuhnya saya mendukung,0.9961991906166077,0.003054905915632844,0.0007458507898263633
tempat duduk cewek dan cowok dipisah atau gimana,0.05037712678313255,0.10245553404092789,0.8471673727035522
orang jerman,0.0015365832950919867,0.9951359629631042,0.003327468875795603
otw dicancel kaum yang mementingkan human rights,0.0012366462033241987,0.99649977684021,0.0022635068744421005
sesuai dengan syariat muslim,0.8965729475021362,0.028715789318084717,0.07471120357513428
bawa gas air mata sama pentungan boleh lah ya buat bela diri,0.017818761989474297,0.45923981070518494,0.5229414701461792
nanti chants di stadiumnya ramadhan tiba ramadhan tiba ramadhan tiba marhaban yaa ramadhan,0.6732218265533447,0.03606030344963074,0.2907177805900574
gaseru peraturannya terlalu ketat,0.0015697450144216418,0.9971238970756531,0.0013063873630017042
cmiiw alkohol itu diperbolehkan diminum beberapa jam sebelum kick off bahkan ada outlet yg ngejualnya di sekitar stadion nanti cuma pas match berlangsung yg dijual cuma soft drinks disini jg ada fifa fan festival yg nyediain layar gede buat fans nobar dgn live perform music,0.8681798577308655,0.039957161992788315,0.0918629989027977
harusnya diterapin di kehidupan sehari gasih ga cuma pas pildun,0.020933590829372406,0.8488428592681885,0.13022355735301971
gak boleh ada dangdutan lur,0.0006273828912526369,0.0008355791796930134,0.9985369443893433
no dating whyyyy,0.052813366055488586,0.9328125715255737,0.01437401119619608
piala dunia syari,0.6455098986625671,0.34213927388191223,0.012350752018392086
qatar mah negara islam wajar aja kalo peraturannya begitu itu aturan mereka dimana bumi dipijak disitu langit dijunjung,0.001858219737187028,0.9949138164520264,0.0032279856968671083
mancing melanggar kabeh,0.0005468034069053829,0.9976404905319214,0.0018127311486750841
tolak pelangi,0.005508041940629482,0.9938043355941772,0.0006876446423120797
info nobar mudo nde oma ae iki brarti,0.008237664587795734,0.000495437765493989,0.9912669062614441
pildun syariah,0.2966574728488922,0.05179312080144882,0.6515494585037231
lain dari yg lain aturan nya ngab,0.0018458530539646745,0.9971729516983032,0.0009811418130993843
alasan gue gak datang ke qatar,0.002478312933817506,0.9479150176048279,0.04960670322179794
tapi penginapan jelek wkwkwk,0.00040069723036140203,0.9991146922111511,0.0004845642251893878
lah terus di luar stadion gaada proyektor gede kaya biasanya buat nonton rame rame sama live music lawak juga,0.35350990295410156,0.10419854521751404,0.542291522026062
definisi toleransi maha tinggi semuanya bisa tetep terlaksana dan beriringan dengan saling menghargai,0.9970191717147827,0.0005509408074431121,0.0024299807846546173
stay halal,0.9958682060241699,0.0018025379395112395,0.0023292331025004387
we will miss brazilian supporters,0.003971335012465715,0.1529429852962494,0.843085765838623
kaum si paling open minded tydack suka ini,0.9971055388450623,0.002256532432511449,0.0006378976977430284
ribet,0.0010152418399229646,0.9985941052436829,0.0003906638303305954
mager banget kenapa pula bisa mereka jadi tuan rumahnya,0.0010075317695736885,0.9982821941375732,0.0007103113457560539
tapi pekerja migran yg mati karena kesehatan buruk dan gaji yg udah kecil tp ga dibayar berbulan bulan dianggap biasa sebanyak itu padahal termasuk paspor ditahan biar ga bisa kemana mana kalo deportasi utang segunung menanti,0.0003581235068850219,0.9991940855979919,0.0004477408656384796
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
based,0.985195517539978,0.013738181442022324,0.0010663311695680022
kita lihat ada berapa orang yang bakal ditangkap kepolisian qatar selama pildun kayaknya bakal banyak,0.002077187178656459,0.08853534609079361,0.9093874096870422
sigma,0.031625378876924515,0.9668546915054321,0.001519991783425212
prediksi gua bakal sepi sih apalagi yang ikut world cup rata² negara non muslim aturan tetap aturan,0.0007297864067368209,0.993523359298706,0.00574685912579298
ada yg ketinggalan tuh wni ketinggalan di situ,0.0017012737225741148,0.2908656597137451,0.7074331045150757
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
masyaallah,0.9684284925460815,0.02873123809695244,0.0028403131291270256
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
kita liat sbrapa open minded nya org barat kalo ktemu dgn hal di luar kebiasaan mreka,0.07632732391357422,0.906096339225769,0.017576314508914948
mantaapp stay halal,0.9967054724693298,0.0023895916528999805,0.0009049074724316597
stay halal meskipun banyak eksploitasi manusia pas pembangunan stadionnya,0.8709433078765869,0.10770867764949799,0.0213480144739151
ini kalo pas pertandingan ada adzan otomatis break ya,0.0011609200155362487,0.047050319612026215,0.9517887234687805
w,0.7101697325706482,0.05947699770331383,0.23035329580307007
kaum telorasin udh mulai bermunculan,0.04804500564932823,0.7158172130584717,0.23613782227039337
qatar gitu lho negara kaya dia bisa bilang klo ga suka aturan kami ya ga usah datang kereen,0.002834965940564871,0.9940025210380554,0.003162480890750885
disamping bangun banyak stadion qatar mungkin bangun banyak penjara jg kayaknya wkwkwk,0.025144563987851143,0.325041264295578,0.6498141288757324
keren,0.9992368221282959,0.00046699726954102516,0.00029624905437231064
yg protes tp ga mampu pergi mending diem dah,0.0038326599169522524,0.9953334927558899,0.0008338053594343364
i see these prohibitions i see some sjws,0.23212596774101257,0.5187941193580627,0.24907992780208588
gak resmi dari pihak penyelenggara itu min hoax itu klo bisa lgsg di take down dong karena ga credible,0.0007847066735848784,0.9984317421913147,0.0007835527649149299
ini baru pildun halal,0.0011608070926740766,0.0028322157450020313,0.9960069060325623
masya allah tabarakallah,0.9898395538330078,0.004877481143921614,0.005283039528876543
gas air mata boleh kan ya,0.007558531127870083,0.020805243402719498,0.9716362357139587
aku takut mikirin orang amerika di qatar nanti malah melanggar peraturan demi menyuarakan representasi &amp paham miring,0.0001437681494280696,0.9991349577903748,0.0007212943164631724
hm,0.007147913798689842,0.992155909538269,0.000696164439432323
ngapain sih qatar ngurusi lgbt urus dulu prestasi timnasnya ya ga kak,0.004704146645963192,0.9754383563995361,0.01985747180879116
kaum pelangi kepanasan jiahhh,0.05638701468706131,0.9304847717285156,0.013128197751939297
setuju sih,0.9872734546661377,0.011782268062233925,0.000944200437515974
mantap,0.9991832375526428,0.00042897171806544065,0.00038779652095399797
beautiful,0.9985063672065735,0.001057885936461389,0.00043576688040047884
you can tell already it would be boring as hell especially for western supporters,0.14075705409049988,0.8515899181365967,0.007652970030903816
orang indo goblok apa gimana mau lu protes apapun ga ngaruh dirt aja lu dianggap sampah,0.00044884439557790756,0.9992243051528931,0.00032679480500519276
pemerintah disana kadrun mabuk agama wkwkwkwkwk,0.00015477859415113926,0.9993076324462891,0.0005375301698222756
hmm jadi peluang apakah bener toleransi bakalan diterapin atau one sided,0.0025445527862757444,0.983795166015625,0.013660277239978313
masyaallah,0.9684284925460815,0.02873123809695244,0.0028403131291270256
ada buzzer yang ngatain radikal gak ya disana,0.0004057092883158475,0.998767614364624,0.0008266683435067534
wkwkkw ada yg ketar ketir noh,0.0003634168824646622,0.998275876045227,0.0013607587898150086
kadrun pada protes,0.0026128545869141817,0.41585561633110046,0.5815315842628479
stay halal brader,0.8963398337364197,0.015430639497935772,0.08822956681251526
dimana bumi dipijak disitu langit dijunjung,0.08330322802066803,0.8297340869903564,0.0869627594947815
haha,0.9953044652938843,0.002821060363203287,0.0018745765555649996
gakan ada lagi pildun di qatar nyusah²in,0.00021864894370082766,0.9979994893074036,0.0017817988991737366
sebagai orang yang tinggal di qatar dari awal liat poster ini juga udah ngerasa aneh banget ada aturan begitu qatar emang negara muslim tapi ga segitunyaaaa,0.006559138651937246,0.9916063547134399,0.0018345611169934273
pildun ter syariah sepanjang sejarah pildun,0.010306884534657001,0.0009490560623817146,0.9887440204620361
apa kabar dengan perbudakan modern di qatar,0.0026324864011257887,0.7951172590255737,0.20225028693675995
wow keren juga qatar,0.9990133047103882,0.0005719105247408152,0.00041474972385913134
keren,0.9992368221282959,0.00046699726954102516,0.00029624905437231064
bawa ak sama detonator boleh ga,0.0007999080116860569,0.031525783240795135,0.9676743149757385
haraman mana alkohol sama daging babi,0.0002849860757123679,0.9993788003921509,0.00033615948632359505
yahahahah mantap,0.9990301132202148,0.0005538520636036992,0.0004159515956416726
the last one is,0.9354515075683594,0.02695002593100071,0.03759842365980148
