TEXT,POSITIVE,NEGATIVE,NEUTRAL
kocak anjir coba selama world cup ban kapten nya pake bendera palestina pasti pada gamauuuuuu bilangnya political lah apa lah tai pedut lah,0.0023844284005463123,0.9962981343269348,0.0013174810446798801
protes kenapa deh nih denmark isu buruh atau lgbt yang dilarang qatar kalo isu buruh okelah tapi kalo isu lgbt ya hormati aja host pildun,0.0006736553041264415,0.9977994561195374,0.00152690673712641
si paling care,0.9963732361793518,0.00213597877882421,0.0014907510485500097
lazim terjadi ada isu isu yg tak enak untuk tuan rumah seperti wordcup brazil dulu,0.0015097460709512234,0.9780800342559814,0.020410234108567238
politik terus eropa si paling bener di dunia,0.34171000123023987,0.6256177425384521,0.03267228603363037
kirain protes zionisme israel,0.0004870485281571746,0.9991276860237122,0.0003852621011901647
italia lebih totalitas bukan cuma logo negara dan apparel yang tidak terlihat seluruh tim gak ada yang terlihat di qatar nanti,0.413573294878006,0.03336838632822037,0.5530583262443542
oalah denmark ngomong human rights human rights kamu lho gak ramah sama migran,0.00018844392616301775,0.9994725584983826,0.0003390302590560168
gw bingung juga sih menyuarakan kampanye tapi masih ikut serta dalam eventnya kalau bener gitu yaudah cabut aja dr pildun liat reaksi negara lain yg protes juga bakal lanjut apa cabut juga tuh,0.00029436315526254475,0.9989839196205139,0.0007217382080852985
ya gpp min,0.0010955081088468432,0.0004426930390764028,0.9984618425369263
protes gimmick yg gak bakal punya pengaruh apa kalo mau ya sekalian boikot pildunnya,0.00042195842252112925,0.9961340427398682,0.0034439621958881617
ketika negara dari benua standar ganda protes huhehehe,0.0004947770503349602,0.9942736029624939,0.005231619346886873
human right tai kucing lah,0.04104124754667282,0.8993242383003235,0.0596344955265522
pretty cool,0.9941546320915222,0.004671326372772455,0.001174057018943131
bullshit kl yg jadi host negara dunia ketiga aja pada bacot ampe urusan apparel ikut segala coba kl eropa sm sm kulit putih dan mata biru pasti diem kyk patung hipokrit emg,0.000409189349738881,0.9991809725761414,0.00040986810927279294
eropa sinpaling human rigth padahal negara diskriminatif dan anti ham,0.0002111446956405416,0.999163031578064,0.0006258126231841743
malah keren abiiizzzzz,0.9944879412651062,0.004201551899313927,0.0013104942627251148
hilih,0.6278343796730042,0.24393074214458466,0.1282348334789276
najis bet orang bule,0.021733589470386505,0.5249132513999939,0.4533531665802002
tidak mungkin rasanya menolak uang uang minyak dari arab uangnya wangi dan licin coy,0.988580048084259,0.009707664139568806,0.0017123642610386014
eee bacot banget si ajjj,0.009234803728759289,0.9898064732551575,0.000958676915615797
no komen,0.9016959071159363,0.09469762444496155,0.003606386249884963
semua demi marketing gimmick koq,0.0006780692492611706,0.9979618787765503,0.0013600389938801527
kita bicara human right kalau israel diperlakukan kaya rusia,0.0015033794334158301,0.9886044263839722,0.009892174042761326
kalau protes dengan qatar kenapa masih mau ikut pildun nanti,0.0002860001986846328,0.9971252083778381,0.002588740549981594
class act,0.0024613498244434595,0.996561586856842,0.0009770100004971027
ini pasti mengenai issue fans lgbt yg gak diterima sama qatar,0.00187027791980654,0.7269515991210938,0.27117809653282166
sipaling human rights,0.005990420933812857,0.9901224970817566,0.0038871089927852154
nyari alesan karena emng ga suka ama qatar yg kontra amerika wkwkw,0.000212635233765468,0.999148964881897,0.0006384325097315013
justru jadi makin gagah gini elegan,0.99094158411026,0.007723192218691111,0.0013351670932024717
bajunya bagus tapi kalau negara eropa merasa lebih superior secara moral sekalian aja gak usah beli m jyak dari timur tengah kan jadinya optimal tuh superioritas moralnya kalau masih beli minyak dari timur tengah masih juga jualan produk kesitu ya munafik namanya,0.0006397861870937049,0.9990108013153076,0.0003493465483188629
mundur aj denmark g ush ikut klo protes kualifikasi mainnya ngotot bgt cthlah itali,0.0006612446159124374,0.9952729344367981,0.004065866582095623
benua biru emang banyak bacot,0.00030347329447977245,0.9986132383346558,0.001083302777260542
mending mengundurkan diri sekalian,0.0010303378803655505,0.0096702566370368,0.9892994165420532
begitu doang harusnya total kaya italia protes dengan sengaja ga masuk piala dunia,0.0002794601896312088,0.9989104270935059,0.0008101253770291805
ya paling nanti dikira mu main di world cup,0.010154929012060165,0.018307499587535858,0.9715375900268555
boikot dong,0.9341145157814026,0.06019642576575279,0.005689058918505907
dari banyak isu besar lain kenapa cuman isu ini aja hummel bertindak begini yg lain diem aja,0.0001896056637633592,0.999386191368103,0.00042419321835041046
hakikatnya cuma trik marketing biasa yg dibungkus isu human right omong kosong,0.00033852338674478233,0.9991610050201416,0.0005004364065825939
hipokrit basi,0.0008515529916621745,0.99854975938797,0.0005986905307509005
tonton youtube detective aldo deh dia ngebahas sisi gelap persiapan piala dunia qatar,0.0028595831245183945,0.04708058387041092,0.9500597715377808
indonesia sudah duluan kmrn jersey hitam belasungkawa atas para pekerja di qatar,0.0010491263819858432,0.0004688250774051994,0.9984820485115051
keren asli jadi pengen pake,0.012647137977182865,0.8177213668823242,0.1696314662694931
dah biasa di serang kalo negara ber agama kuat,0.0006863987655378878,0.9984524250030518,0.0008611051016487181
contoh indonesia donk boikot total ngga ikut pildun,0.00018003540753852576,0.9989509582519531,0.0008689458481967449
fix beli,0.6778616905212402,0.2746528387069702,0.04748550429940224
pengen beli jersey nya,0.004495806060731411,0.0041921488009393215,0.9913120865821838
gak pengaruh pildun tetep jalan,0.9447980523109436,0.03656354546546936,0.018638405948877335
awal terpilihnya qatar saja saya sudah tidak respek waktu itu saya lebih menjagokan australia seiring dengan waktu menjadi terbukti semoga tidak menjadi piala dunia terburuk dalam sejarah,0.1530880630016327,0.833900511264801,0.013011454604566097
ra urus,0.0020668276119977236,0.99530029296875,0.0026329003740102053
keren jersey nya stealth mode,0.996685802936554,0.000991293229162693,0.0023228784557431936
fifa oh fifa,0.3483446538448334,0.010351195931434631,0.6413041949272156
si paling hak asasi manusia wkwkwk orang barat merasa paling ham tapi mereka gak peduli pada ratusan juta orang afrika yang kelaparan mereka maunya hidup senang sendiri gak mau berbagi,0.00033244851510971785,0.9991011619567871,0.0005663626943714917
semoga russia tidak dendam pada uefa dan fifa karena melarang mereka ikut pildun,0.07580657303333282,0.2790783643722534,0.645115077495575
hypocrisy denmark didnt even use their voices against israel during eurovision they even gave israel point this year,0.16786494851112366,0.2861359417438507,0.5459991097450256
terlepas dari statement si apparel gw pribadi suka banget sama design seperti ini,0.9979537725448608,0.001120107714086771,0.0009261724771931767
europa si paling ham,0.33205562829971313,0.04255062714219093,0.6253937482833862
sejumlah aturan untuk anda yang ingin menonton langsung piala dunia di qatar,0.0027243285439908504,0.0007994481711648405,0.9964762330055237
nonton dirumah aja,0.20328177511692047,0.7081693410873413,0.08854886889457703
stay halal,0.9958682060241699,0.0018025379395112395,0.0023292331025004387
gasss,0.8268551230430603,0.16968171298503876,0.0034632289316505194
stay halal bestie,0.9857638478279114,0.0019248051103204489,0.012311258353292942
stay halal,0.9958682060241699,0.0018025379395112395,0.0023292331025004387
alkohol di regulasi,0.0015210239216685295,0.003301086835563183,0.9951778650283813
mantep nonton di rumah,0.01365799643099308,0.007590996567159891,0.9787510633468628
piala dunia versi syariah,0.5939851403236389,0.0362505279481411,0.36976438760757446
ke qatar naik grabcar cakep,0.037251878529787064,0.0005268382956273854,0.9622213244438171
common w,0.025651682168245316,0.01962754689157009,0.9547208547592163
dimana bumi dipijak disitu adab dijunjung,0.2719437777996063,0.5875141620635986,0.14054203033447266
syariah world cup is real,0.7554590702056885,0.005451828707009554,0.23908910155296326
no loud music and sounds klo gitu ga bakal ada lagu di stadion nya dong kaya pildun sblm nya bukan nya pildun ada official anthem nya ya,0.018709303811192513,0.9640979766845703,0.017192749306559563
best world cup already,0.990712583065033,0.001829290995374322,0.007458130829036236
keren punya pendirian,0.995754599571228,0.002028939314186573,0.0022164827678352594
harusnya jangan dikasih tahu takutnya malah orang ngeyel dari luar malah termotivasi melanggar kecuali dikasih tahu hukumannya berat,0.00028977871988900006,0.9994620680809021,0.00024814633070491254
mau nnton dirumah aja,0.012720949947834015,0.03004293330013752,0.9572361707687378
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
apalagi gas air mata,0.001579654635861516,0.9973152279853821,0.0011051333276554942
manteppp stay halal braderrr,0.9975134134292603,0.0016269008629024029,0.0008597258129157126
pildun halal,0.5155978202819824,0.06808200478553772,0.41632017493247986
ya namanya bertamu ke negara orang ya harus ikuti aturan negara tsb lah,0.026473358273506165,0.9115676879882812,0.0619589127600193
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
yang pengen nonton bola bisa dari murah dan gampang,0.9907359480857849,0.0024931859225034714,0.006770835258066654
stay halal braderr,0.9724545478820801,0.003133126301690936,0.02441229298710823
hombreng dilarang,0.0025550001300871372,0.9967605471611023,0.0006844469462521374
stay halal,0.9958682060241699,0.0018025379395112395,0.0023292331025004387
tapi banyak orang meninggal chuaaakss,0.014547664672136307,0.6969786286354065,0.2884736955165863
mau nonton dirumah aja sambil telanjang sama ayang,0.003478862578049302,0.002709368010982871,0.9938117265701294
tambahin slogan stay halal brother harusnya,0.31469300389289856,0.03137074410915375,0.6539362668991089
bawa jangwe,0.47368869185447693,0.39016613364219666,0.1361451894044876
worlc cup syariah anjerrr dating ini jelas banyak yg berpasangan ga mungkin ga ada wowkwkwk,0.21367737650871277,0.23630434274673462,0.5500182509422302
si paling pildun,0.005646349862217903,0.8099516034126282,0.18440204858779907
masya allah brother,0.9747956395149231,0.003147628391161561,0.022056657820940018
berlebihan,0.01758696511387825,0.9809432625770569,0.0014697661390528083
tp perbudakan diijinkan jiaaah,0.001000650110654533,0.9964738488197327,0.002525424351915717
berarti nutup pintu boleh ya,0.0010409746319055557,0.0008723545470274985,0.99808669090271
dimana bumi dipijak disitu langit dijunjung,0.08330322802066803,0.8297340869903564,0.0869627594947815
big w,0.033509060740470886,0.23964668810367584,0.7268441915512085
terakhir agak susah ya,0.0026755824219435453,0.9966368675231934,0.0006875350954942405
turis mau nonton jdi mikir,0.000782521441578865,0.9966887831687927,0.0025287168100476265
assalamualaikum akhi,0.05664844438433647,0.002087639644742012,0.9412639141082764
hm sepertinya aturan ini akan memicu keributan dari pihak yg tidak setuju,0.0005982659640721977,0.9950182437896729,0.004383446183055639
w,0.7101697325706482,0.05947699770331383,0.23035329580307007
hukum yang tegas dari pemerintah qatar,0.0005416396888904274,0.009794098325073719,0.9896642565727234
bawa gas air mata ga dilarang nih,0.21243414282798767,0.7635340690612793,0.02403183840215206
w,0.7101697325706482,0.05947699770331383,0.23035329580307007
cocok untuk fans italia mesir kolombia chile nigeria dan indonesia yang taatnya minta ampun,0.8134589195251465,0.1677561104297638,0.01878499984741211
islami bangt emang qatar tapi pembangunannya gk bngt,0.005634440574795008,0.9886639714241028,0.005701550282537937
masih masuk akal mengingat qatar negara muslim,0.004301353357732296,0.9774401187896729,0.018258536234498024
masa iye no loud music and sounds,0.004646484274417162,0.990928590297699,0.004424903076142073
based,0.985195517539978,0.013738181442022324,0.0010663311695680022
stay halal,0.9958682060241699,0.0018025379395112395,0.0023292331025004387
wahdo wahdo,0.10209649056196213,0.34316256642341614,0.5547409057617188
sama seperti saat kita mengunjungi negara barat kita harus rispek sama culture mereka juga simple,0.990496039390564,0.006546219810843468,0.0029576809611171484
sekali kali para atletis harus merasakan kultur shock di mayoritas muslim,0.09142664074897766,0.6263547539710999,0.2822185456752777
menuntut ilmu ke china menuntut adab ya ke arab,0.004665648099035025,0.6512372493743896,0.3440970778465271
lagi nunggu esjewe,0.05650577321648598,0.8928753733634949,0.05061884969472885
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
mantaaap qatar,0.02165333926677704,0.0007841854239813983,0.977562427520752
pildun syariah,0.2966574728488922,0.05179312080144882,0.6515494585037231
supporter yg away ke qatar kan pada batu smua tuh apalagi supporter negara eropa,0.0013738790294155478,0.9957901835441589,0.002835918217897415
ada yang jual gorengan,0.001604045508429408,0.0012315232306718826,0.9971644282341003
gk bisa wleowleowleo,0.0205382052809,0.9700035452842712,0.009458287619054317
mantap qatar kalo mau ke negara orang harus ikuti aturan dong jangan seenaknya aja,0.6657454967498779,0.21637356281280518,0.11788094788789749
meanwhile in indonesia say alah anti modern pemikiran tertutup dll,0.0002375868643866852,0.9988762736320496,0.000886107562109828
gak bakal kesana karena apa karena tidak punya uang,0.0013704851735383272,0.9971139430999756,0.001515521784313023
lol besok besok di negara normal aja dah piala dunia btw urus dulu kasus perbudakan lu tar,0.0014508538879454136,0.8480591773986816,0.15049000084400177
bntar lgi pasti muncul sjw open minded tolol ni,0.0003799624682869762,0.9983187913894653,0.001301332376897335
dan lu ndak bisa ngapa in dg peraturan di atas itulah power negara disiplin sekaligus kaya raya,0.9813557267189026,0.015994133427739143,0.002650151727721095
penasaran dengan tanggapan supporter negara barat,0.0030359583906829357,0.012450139038264751,0.9845139384269714
openingnya gda konser kh,0.0031911104451864958,0.0009285788983106613,0.9958802461624146
nonton balan versi syariah and stay halal,0.2525596022605896,0.02544509619474411,0.7219952344894409
bola gaada kata kasarnya tereak tereakannya ga sopan gimana caranya coba,0.000415273301769048,0.9989911913871765,0.0005935623194091022
masyaallah habibi,0.14668680727481842,0.13583904504776,0.7174741625785828
stay halal bradss,0.9701343178749084,0.0066377269104123116,0.023227958008646965
piala dunia versi halal,0.25900349020957947,0.060359008610248566,0.6806374788284302
gas air mata boleh nih,0.10537993162870407,0.49037253856658936,0.40424755215644836
w,0.7101697325706482,0.05947699770331383,0.23035329580307007
ga boleh dating,0.016923440620303154,0.1355452686548233,0.8475313186645508
kaya peraturan pesantren,0.7228688597679138,0.13646775484085083,0.14066340029239655
piala dunia di qatar ini indonesia ikut kah,0.0069808196276426315,0.00914636068046093,0.9838728308677673
piala dunia ter halal,0.9885749220848083,0.006505994591861963,0.004919034894555807
mantap ini baru betul,0.9905936121940613,0.008206640370190144,0.0011997852707281709
kalian yg twitt menolak emang kalian kesana nonton,0.0009626198443584144,0.9976341724395752,0.0014031898463144898
football al islamiyyah,0.9740471243858337,0.006396912038326263,0.01955590955913067
based,0.985195517539978,0.013738181442022324,0.0010663311695680022
tembak gas air kencing boleh nih,0.020416192710399628,0.5039085745811462,0.4756752848625183
stay halal,0.9958682060241699,0.0018025379395112395,0.0023292331025004387
masyallah stay halal brother,0.9984593391418457,0.0005561776924878359,0.0009844364831224084
pulang dari qatar jago ngaji pasti,0.6968759298324585,0.22047218680381775,0.08265187591314316
tetap halal,0.9972146153450012,0.0011689818929880857,0.0016163521213456988
negara kaya mah bebas,0.06595959514379501,0.6149823069572449,0.3190580904483795
halal,0.25794124603271484,0.7377561926841736,0.004302601795643568
gua setuju sama larangan lgbt mantap,0.9961026906967163,0.0018581209005787969,0.0020392369478940964
tiga aturan yg kemungkinan bakal diprotes jika berlangsung di indonesia alcohol immodesty and dating klo homosexuality pasti tertolak klo profanity liat sikon dan sirkelnya sih wkwkkwkwkwk,0.003612632630392909,0.9951832890510559,0.0012041148729622364
org asia ngikutin aturan kyk gini easy bgt,0.903324544429779,0.056361716240644455,0.0403137281537056
nonton bola syariah,0.8628955483436584,0.015036641620099545,0.12206778675317764
untung buzzerrp tidak di situ kalau ada di spam terus sampe tranding topic wkwk,0.9394576549530029,0.057724080979824066,0.002818251494318247
coba terjemahin larangan²nya min,0.0009516449645161629,0.9983513355255127,0.0006970707327127457
menarik sih ditempat asalnya suatu hal yg biasa tp disana wajib mengikuti peraturan otoritas setempat,0.5483729243278503,0.14124122262001038,0.3103858530521393
nice,0.9934777021408081,0.00553149776533246,0.000990790082141757
polisi boleh bawa gas air mata gak mind eehh,0.0010792159009724855,0.008461844176054,0.9904589653015137
applaud,0.07899574935436249,0.880767285823822,0.04023699462413788
rib,0.015500499866902828,0.981029212474823,0.003470341907814145
piala dunia terhalal,0.0006695392075926065,0.9987342953681946,0.0005961675778962672
kereeen,0.9890425801277161,0.009681603871285915,0.0012758407974615693
incoming sjw dan open minded koar koar,0.0009556672303006053,0.0016113247256726027,0.9974330067634583
tambahin jgn bawa gas air mata y,0.0017988603794947267,0.13451045751571655,0.8636906743049622
bolehnya ini,0.8587740659713745,0.025074824690818787,0.11615115404129028
sepenuhnya saya mendukung,0.9961991906166077,0.003054905915632844,0.0007458507898263633
tempat duduk cewek dan cowok dipisah atau gimana,0.05037712678313255,0.10245553404092789,0.8471673727035522
orang jerman,0.0015365832950919867,0.9951359629631042,0.003327468875795603
otw dicancel kaum yang mementingkan human rights,0.0012366462033241987,0.99649977684021,0.0022635068744421005
sesuai dengan syariat muslim,0.8965729475021362,0.028715789318084717,0.07471120357513428
bawa gas air mata sama pentungan boleh lah ya buat bela diri,0.017818761989474297,0.45923981070518494,0.5229414701461792
nanti chants di stadiumnya ramadhan tiba ramadhan tiba ramadhan tiba marhaban yaa ramadhan,0.6732218265533447,0.03606030344963074,0.2907177805900574
gaseru peraturannya terlalu ketat,0.0015697450144216418,0.9971238970756531,0.0013063873630017042
cmiiw alkohol itu diperbolehkan diminum beberapa jam sebelum kick off bahkan ada outlet yg ngejualnya di sekitar stadion nanti cuma pas match berlangsung yg dijual cuma soft drinks disini jg ada fifa fan festival yg nyediain layar gede buat fans nobar dgn live perform music,0.8681798577308655,0.039957161992788315,0.0918629989027977
harusnya diterapin di kehidupan sehari gasih ga cuma pas pildun,0.020933590829372406,0.8488428592681885,0.13022355735301971
gak boleh ada dangdutan lur,0.0006273828912526369,0.0008355791796930134,0.9985369443893433
no dating whyyyy,0.052813366055488586,0.9328125715255737,0.01437401119619608
piala dunia syari,0.6455098986625671,0.34213927388191223,0.012350752018392086
qatar mah negara islam wajar aja kalo peraturannya begitu itu aturan mereka dimana bumi dipijak disitu langit dijunjung,0.001858219737187028,0.9949138164520264,0.0032279856968671083
mancing melanggar kabeh,0.0005468034069053829,0.9976404905319214,0.0018127311486750841
tolak pelangi,0.005508041940629482,0.9938043355941772,0.0006876446423120797
info nobar mudo nde oma ae iki brarti,0.008237664587795734,0.000495437765493989,0.9912669062614441
pildun syariah,0.2966574728488922,0.05179312080144882,0.6515494585037231
lain dari yg lain aturan nya ngab,0.0018458530539646745,0.9971729516983032,0.0009811418130993843
alasan gue gak datang ke qatar,0.002478312933817506,0.9479150176048279,0.04960670322179794
tapi penginapan jelek wkwkwk,0.00040069723036140203,0.9991146922111511,0.0004845642251893878
lah terus di luar stadion gaada proyektor gede kaya biasanya buat nonton rame rame sama live music lawak juga,0.35350990295410156,0.10419854521751404,0.542291522026062
definisi toleransi maha tinggi semuanya bisa tetep terlaksana dan beriringan dengan saling menghargai,0.9970191717147827,0.0005509408074431121,0.0024299807846546173
stay halal,0.9958682060241699,0.0018025379395112395,0.0023292331025004387
we will miss brazilian supporters,0.003971335012465715,0.1529429852962494,0.843085765838623
kaum si paling open minded tydack suka ini,0.9971055388450623,0.002256532432511449,0.0006378976977430284
ribet,0.0010152418399229646,0.9985941052436829,0.0003906638303305954
mager banget kenapa pula bisa mereka jadi tuan rumahnya,0.0010075317695736885,0.9982821941375732,0.0007103113457560539
tapi pekerja migran yg mati karena kesehatan buruk dan gaji yg udah kecil tp ga dibayar berbulan bulan dianggap biasa sebanyak itu padahal termasuk paspor ditahan biar ga bisa kemana mana kalo deportasi utang segunung menanti,0.0003581235068850219,0.9991940855979919,0.0004477408656384796
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
based,0.985195517539978,0.013738181442022324,0.0010663311695680022
kita lihat ada berapa orang yang bakal ditangkap kepolisian qatar selama pildun kayaknya bakal banyak,0.002077187178656459,0.08853534609079361,0.9093874096870422
sigma,0.031625378876924515,0.9668546915054321,0.001519991783425212
prediksi gua bakal sepi sih apalagi yang ikut world cup rata² negara non muslim aturan tetap aturan,0.0007297864067368209,0.993523359298706,0.00574685912579298
ada yg ketinggalan tuh wni ketinggalan di situ,0.0017012737225741148,0.2908656597137451,0.7074331045150757
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
masyaallah,0.9684284925460815,0.02873123809695244,0.0028403131291270256
stay halal brother,0.9803856611251831,0.0028685922734439373,0.016745705157518387
kita liat sbrapa open minded nya org barat kalo ktemu dgn hal di luar kebiasaan mreka,0.07632732391357422,0.906096339225769,0.017576314508914948
mantaapp stay halal,0.9967054724693298,0.0023895916528999805,0.0009049074724316597
stay halal meskipun banyak eksploitasi manusia pas pembangunan stadionnya,0.8709433078765869,0.10770867764949799,0.0213480144739151
ini kalo pas pertandingan ada adzan otomatis break ya,0.0011609200155362487,0.047050319612026215,0.9517887234687805
w,0.7101697325706482,0.05947699770331383,0.23035329580307007
kaum telorasin udh mulai bermunculan,0.04804500564932823,0.7158172130584717,0.23613782227039337
