TEXT,POSITIVE,NEGATIVE,NEUTRAL
idih,0.9351036548614502,0.05514252558350563,0.00975386705249548
niat nya mau savage ehh malah di hujat wkwkwk mampus lo tololll,0.00021932121308054775,0.9994636178016663,0.00031709132599644363
lo ga teriak ketika anak bangsa sendiri digaji ga layak sm majikannya diluar negeri ga usah keluar disini aja terjadi perbudakan dan kalian diem diem aja tuh ideologi sampah kalian dipaksakan ke negara yang punya aturan hukum jelas ya kalian bakal dilarang dgn keras lah,0.00019035444711335003,0.999545156955719,0.0002645099302753806
wanita problematik,0.012369571253657341,0.9848288893699646,0.0028014974668622017
susah ngomong sama lgbt lovers mereka tuh menyimpang tau ga mereka salah di semua agama gausah bela lgbt penganut lgbt adalah penghuni neraka jalur vvip maaf,0.0002911117335315794,0.9994053840637207,0.00030350868473760784
banyak cakap banyak teori,0.9870680570602417,0.010753847658634186,0.002178077818825841
mungkin kaum mu yang sleep dan baru koar koar sekarang gua tuh ga yakin deh para kaum lgbt ni ngikutin bola pada nyorotin migran juga kemungkinan karena disenggol masalah penolakan disana padahal udah berapa banyak yang masalahin ni pildun wkwk,0.0002541917492635548,0.9991957545280457,0.0005501158302649856
itu lu aja kali yg sleep padahal pecinta bola disini dan luar negeri udah sering banget kritik qatar &amp fifa cuma kan ini dua kasus yg beda jangan cuma gegara gerakan sodom ditentang disana lu jadi sotoy deh,0.0005898335948586464,0.9988836646080017,0.0005265390500426292
ni orang tolol mukanya kek gimana si di rl pasti nyebelin banget,0.00018585074576549232,0.999549925327301,0.0002642492181621492
giga chad qatar,0.8920719027519226,0.003534778021275997,0.1043933853507042
minta di respect tapi gak bisa respect sama kebudayaan lain,0.0002253358979942277,0.9987099170684814,0.0010647682938724756
mabok lu jelek,0.00039261995698325336,0.9993694424629211,0.00023798314214218408
cuy emang kek gimane sih kaosnya,0.0006809066981077194,0.9988517761230469,0.00046728187589906156
zero correlation,0.35874927043914795,0.5718291997909546,0.06942153722047806
source trust me,0.9971585273742676,0.0019437148002907634,0.0008977597462944686
ooh respect lgbt menyelesaikan maslaah pekerja migran ok have a nice day,0.09381662309169769,0.6272192001342773,0.2789641320705414
lagi sakit kah udh minum obat belum kayaknya lagi nyari perhatian banget,0.00030002256971783936,0.9991987347602844,0.000501312199048698
jelek opini lo,0.0009441429865546525,0.9987609386444092,0.0002949476183857769
barat invasi timteng lu diem humanity,0.0005243992782197893,0.998847484588623,0.0006280656671151519
kaum homo ama lesbi emg kudu kena ajap lg kek pompeii,0.00019376228738110512,0.9994387030601501,0.00036757526686415076
yg d masalahin pkrja migran yg d jdikqn sumber kesalahan krena lgbt ga d terima ajaib,0.0010525814723223448,0.9941176176071167,0.004829769022762775
bct anying itu cianjur gempa gblg,0.0011530241463333368,0.00042166904313489795,0.9984252452850342
mbaknya pendukung lgbt,0.2308926284313202,0.09799659252166748,0.6711107492446899
underpaying yakin yang ngelakuin underpaying itu gov qatar apa para jasa penyedia tenaga kerjanya yg amburadul,0.0004052163858432323,0.998672604560852,0.0009222492226399481
search dulu mba sebelum ngoceh udah ada suara tentang pekerja tsb tapi kami hanya rakyat jelata mana mungkin didengar kami jg sama ky mbak kerjanya ngoceh doang,0.000332043447997421,0.9991932511329651,0.00047469724086113274
berisik lu lgbt,0.001250697998329997,0.9977132081985474,0.001036110334098339
segitunya banget mbak ini belain lgbt sadar mbak sadaaar,0.10558769106864929,0.8857361674308777,0.008676166646182537
mabok ya neng semangat bener ngata in wkwkwk,0.9743544459342957,0.012379306368529797,0.013266315683722496
kak kaesang has spoken,0.08466524630784988,0.018146688118577003,0.8971879482269287
hahaa jgn bawa yg lain dulu dong tuntasin tuh urusan pelangi itu,0.0010197155643254519,0.9951781034469604,0.0038021602667868137
cacat logika kata gw sih mendingan lu diem riset dulu gitu mau aja nelen mentah² propaganda media hahaha kasian jadinya wkwk dan soal lgbt itu kaum yg merasa harus dihormati kan masa gabisa ngehormatin peraturan yg berbeda dari pandangan mereka nalarnya dimana,0.0004928189446218312,0.9992259740829468,0.0002812454185914248
padahal jauh sebelum piala dunia dimulai udah ada pertentangan soal banyaknya pekerja migran yang tewas tolong research dulu yang bener,0.0019068379187956452,0.7140138745307922,0.28407925367355347
si bule aja lompat kegirangan di stadiun lah lu repot sendiri nonton langsung juga kagak,0.0009202000801451504,0.9982627034187317,0.0008171186782419682
berarti tumbal proyeknya banyak ya,0.0008056028746068478,0.997169554233551,0.00202482589520514
maksa bgt mba pendukung lgbt islamophobia yg sekalinya ga kampanye lgsg mati kepanasan,0.00028159579960629344,0.9994046688079834,0.00031374371610581875
astaga itu aturan agama bukan respek kultur nangiss bgt terus yg imigran emg kita harus apadong,0.0002325906534679234,0.9994218349456787,0.00034556316677480936
yang salah mau dibandingin sama kesalahan yg lainnya ga akan bikin satu kesalahan itu jadi bener ngoceh mulu tapi turu ya anda ini,0.00031649411539547145,0.9994028806686401,0.00028063420904800296
perbandingannya sungguh tolol,0.0005217662546783686,0.9991173148155212,0.00036096374969929457
bego,0.0017622302984818816,0.9978061318397522,0.00043168020783923566
does this thread solve the problem,0.0079418970271945,0.9719056487083435,0.02015247754752636
nyambung ga sih ngebhas isu ham dan lgbt tolol bngt,0.0007247954490594566,0.9986918568611145,0.0005833419854752719
lu lagibete ya kak,0.01907372660934925,0.08454758673906326,0.896378755569458
kemane aja luu sayur yg elu maksud itu siape kesane elu cma maksain ego dgn banding in kek emak toxic aje loo,0.0003599163319449872,0.9994040727615356,0.00023602361034136266
ini semua yg pake analogi bertamu ke rumah orang sepertinya tidak tepat bedakan bertamu dg bekerja ayo ditunggu komentarnya,0.0010690181516110897,0.9966745376586914,0.002256459556519985
halahh taik kucing pecinta bola mah udah lama kali ngritik qatar ttg banyak pekerja imigran yg mati beda urusan yee sama campaign pelangi kalian itu bodoamat dikatain homofobia sama kaum kalian,0.00024300975201185793,0.9994695782661438,0.00028745338204316795
ya lu sama gerombolan lu juga fokusnya ke isu lgbt ngaca dulu lah baru ngomong,0.00014873068721499294,0.9991402626037598,0.0007110188016667962
kamu kebanyakan ngelem dek tidur aja,0.00023548978788312525,0.9992960691452026,0.00046842251322232187
isu migran bolehlah dipermasalahkan tp apa korelasinya dengan lgbt butuh pembelaan ya,0.020045625045895576,0.19836685061454773,0.781587541103363
yah dia tantrum kelojotan,0.00813379604369402,0.977290689945221,0.014575467444956303
harusnya yg lgbt yg jadi pekerjanya sekalian ga sih biar aku sekalian,0.001853585708886385,0.9952504634857178,0.0028959212359040976
kampanye semua harus bisa menerima lgbt harus bisa respect toleran tetapi giliran respect thd kepercayaan dan aturan negara orang tidak bisa dimana bumi dipijak disitu langit dijunjung mba tidak semua bisa menerima itu kampanye atau memaksakan kehendak,0.004896769765764475,0.9942904710769653,0.0008128022309392691
ini dua hal berbeda wkwk we sleep after all of those shits no bahkan ada dokumenternya kok yg saru political issues yang satu cultural issues,0.013386135920882225,0.9717571139335632,0.014856749214231968
ironisnya pekerja migran yg meninggal malah dijadikan tameng propaganda lgblktq,0.0006593213765881956,0.9939438700675964,0.005396745167672634
statment lu kaya wudu tapi pakek air kencing,0.00026455012266524136,0.998262345790863,0.0014731630217283964
opini lo nggak apple to apple,0.0005219127633608878,0.9990301132202148,0.00044798527960665524
brisik,0.05308213829994202,0.9307599663734436,0.016157979145646095
yah makin keliatan tolol begini mah wkqk,0.00032598801772110164,0.9992425441741943,0.0004315304977353662
tai,0.916639506816864,0.07314800471067429,0.010212548077106476
makin lu ngomong makin ketara otaknya ketinggalan di rm padang si gue rasa mending diem aja mbak,0.00025089088012464345,0.9993959665298462,0.0003531493421178311
mbak kamu gak nyambung bgt sih,0.00039498909609392285,0.9990361928939819,0.000568792165722698
perbandingannya selalu ngasal uda ke abisan bahan apa gimana sih,0.0023635821416974068,0.9960917830467224,0.001544672530144453
ki sopo sihhhhhh ra follow sering lewat tl jengkelk tokkkk opininee malesssssssss ra meh mlebu neroko jalur dukung lgbt aku,0.00037958877510391176,0.999339759349823,0.00028058572206646204
mba coba liat brand baju sama smartphone anda coba googling mereka digaji berapa,0.0017371753929182887,0.017203645780682564,0.9810591340065002
yang percaya hoax ribuan pekerja meninggal di qatar mesti gak tau syarat kerja di qatar gimana hehe,0.00016444959328509867,0.9961054921150208,0.003730068216100335
dua² nya salah kesalahan lain ga bikin kesalahan lainnya jadi bener,0.8557642102241516,0.13375547528266907,0.010480263270437717
ini adminnya malas membaca alias bego,0.0002301432250533253,0.9994082450866699,0.0003615809546317905
i guess its not about culture itu agama jir bukan kultur,0.0017459862865507603,0.9848664402961731,0.013387567363679409
gausah belaga peduli mbak,0.9889538288116455,0.009577509947121143,0.0014687152579426765
halah homo,0.0006186348618939519,0.9987747073173523,0.0006066989153623581
out of context,0.004059892147779465,0.9938616752624512,0.002078440971672535
budaya dan bisnis bedalah ente skrg mo bhs timun ato pohon durian jgn kbyakn minum air kecubunglah,0.4418987035751343,0.21091097593307495,0.34719032049179077
aneh,0.026645289734005928,0.9713125824928284,0.0020421266090124846
contoh orang muslim tapi islamophobic,0.00032385592930950224,0.9990445971488953,0.0006314853671938181
wkwkwkwk,0.9796669483184814,0.014859662391245365,0.005473339930176735
eljibiti emang ngerti sepak bola,0.902741014957428,0.05934608355164528,0.037912897765636444
wuisssssssssssss,0.9939711093902588,0.005239462945610285,0.0007894933223724365
hanyur km bisa loh ngopi sambil liat baca buku ngga semua hal harus dikomentari,0.27109938859939575,0.06376878917217255,0.6651317477226257
kalo sepakbola nya lu ngerti kagak sih,0.0024229164700955153,0.9968358874320984,0.0007411970873363316
damn,0.744879424571991,0.1511605978012085,0.10395995527505875
misa lu mau bahas humanity harusnya lu fokus ke masalahnya ga usah pake bawa bawa isu lain sebagai perbandingan yang ga apple to apple bahas pekerja migran ya bandingin jg dengan isu imigran lainnya,0.0006643218803219497,0.9977948665618896,0.0015407769242301583
apple to apple ga sih ini aneh soalnya ngebandingin pekerja dengan lgbt yg jelas jelas haram di semua agama,0.0011425991542637348,0.9980756044387817,0.0007818228914402425
bule kl ga boti lesbi mereka otomatis mati makanya koar,0.00044436388998292387,0.9989929795265198,0.0005626733181998134
beda konsep tapi migran meninggal harus usut tuntas tapi knp sihhhh dukung world cup harus bawa atribut pelangi fokus aja sama negara yg disupport heran,0.6000725030899048,0.3635847866535187,0.036342646926641464
lo koar ampe mampus pun qatar mah bakal ttp sm pendiriannya mbak wkwkw maksa amat lo,0.0005497398087754846,0.9987419247627258,0.0007083338568918407
makin bloon asli,0.023672770708799362,0.8931733965873718,0.08315376192331314
yhh orang kalo dah benci gini dikasih fakta pun juga udah tutup mata gws seh mbak,0.00032941438257694244,0.9993775486946106,0.00029310683021321893
gak jelas,0.0003587585233617574,0.9991804957389832,0.00046069768723100424
ga riset sih qatar udah tnggung jawab juga yang pekerja yang meninggal di jam kerja lagian kalo namanya pekerjaan kontruksi kalo di luar jam kerja dan operasional itu ga masuk tanggung jawab juga ko ini kemakan media barat nih etapi katanya kaum lau lebih pinter ya tp ko gini,0.0009583559003658593,0.9983527660369873,0.0006889533251523972
keanya migran yg meninggal karna pembangunan itu juga pada koar koar deh mba lagipula hubungannya ama pelangi apaandah baik lgbt ama pekerja migran yg meninggal dan under paid sama sama tindakan yg gadibenarkan,0.013076434843242168,0.9850078821182251,0.001915709930472076
